Entity,Code,Day,daily_vaccinations
Tennessee,,2021/1/29,20618
Tennessee,,2021/1/30,21427
Tennessee,,2021/1/31,22453
Tennessee,,2021/2/1,23609
Tennessee,,2021/2/2,23422
Tennessee,,2021/2/3,24312
Tennessee,,2021/2/4,24885
Tennessee,,2021/2/5,24652
Tennessee,,2021/2/6,25451
Tennessee,,2021/2/7,25973
Tennessee,,2021/2/8,25401
Tennessee,,2021/2/9,25742
Tennessee,,2021/2/10,25981
Tennessee,,2021/2/11,26016
Tennessee,,2021/2/12,26161
Tennessee,,2021/2/13,24927
Tennessee,,2021/2/14,25152
Tennessee,,2021/2/15,24902
Tennessee,,2021/2/16,25844
Tennessee,,2021/2/17,22833
Tennessee,,2021/2/18,21143
Tennessee,,2021/2/19,25995
Tennessee,,2021/2/20,24434
Tennessee,,2021/2/21,21434
Tennessee,,2021/2/22,21542
Tennessee,,2021/2/23,20978
Tennessee,,2021/2/24,25211
Tennessee,,2021/2/25,27973
Tennessee,,2021/2/26,24822
Tennessee,,2021/2/27,29100
Tennessee,,2021/2/28,34609
Tennessee,,2021/3/1,37689
Tennessee,,2021/3/2,37967
Tennessee,,2021/3/3,39929
Tennessee,,2021/3/4,40345
Tennessee,,2021/3/5,40442
Tennessee,,2021/3/6,39889
Tennessee,,2021/3/7,39317
Tennessee,,2021/3/8,37799
Tennessee,,2021/3/9,37434
Tennessee,,2021/3/10,36573
Tennessee,,2021/3/11,37837
Tennessee,,2021/3/12,38803
Tennessee,,2021/3/13,40729
Tennessee,,2021/3/14,40964
Tennessee,,2021/3/15,41875
Tennessee,,2021/3/16,41859
Tennessee,,2021/3/17,42292
Tennessee,,2021/3/18,42438
Tennessee,,2021/3/19,40257
Tennessee,,2021/3/20,39428
Tennessee,,2021/3/21,39601
Tennessee,,2021/3/22,39909
Tennessee,,2021/3/23,40768
Tennessee,,2021/3/24,41431
Tennessee,,2021/3/25,42730
Tennessee,,2021/3/26,46101
Tennessee,,2021/3/27,47993
Tennessee,,2021/3/28,49545
Tennessee,,2021/3/29,50044
Tennessee,,2021/3/30,50043
Tennessee,,2021/3/31,51106
Tennessee,,2021/4/1,53114
Tennessee,,2021/4/2,53294
Tennessee,,2021/4/3,55152
Tennessee,,2021/4/4,51377
Tennessee,,2021/4/5,49554
Tennessee,,2021/4/6,48357
Tennessee,,2021/4/7,47661
Tennessee,,2021/4/8,47562
Tennessee,,2021/4/9,47574
Tennessee,,2021/4/10,46515
Tennessee,,2021/4/11,50008
Tennessee,,2021/4/12,51065
Tennessee,,2021/4/13,52064
Tennessee,,2021/4/14,47404
Tennessee,,2021/4/15,46278
Tennessee,,2021/4/16,46105
Tennessee,,2021/4/17,44570
Tennessee,,2021/4/18,43957
Tennessee,,2021/4/19,42471
Tennessee,,2021/4/20,42620
Tennessee,,2021/4/21,46225
Tennessee,,2021/4/22,45368
Tennessee,,2021/4/23,43777
Tennessee,,2021/4/24,43104
Tennessee,,2021/4/25,41782
Tennessee,,2021/4/26,41905
Tennessee,,2021/4/27,41649
Tennessee,,2021/4/28,40147
Tennessee,,2021/4/29,38419
Tennessee,,2021/4/30,36818
Tennessee,,2021/5/1,35997
Tennessee,,2021/5/2,34286
Tennessee,,2021/5/3,33223
Tennessee,,2021/5/4,32466
Tennessee,,2021/5/5,32179
Tennessee,,2021/5/6,33637
Tennessee,,2021/5/7,35827
Tennessee,,2021/5/8,35911
Tennessee,,2021/5/9,35943
Tennessee,,2021/5/10,37043
Tennessee,,2021/5/11,38492
Tennessee,,2021/5/12,37116
Tennessee,,2021/5/13,33112
Tennessee,,2021/5/14,28933
Tennessee,,2021/5/15,29261
Tennessee,,2021/5/16,32214
Tennessee,,2021/5/17,32140
Tennessee,,2021/5/18,30954
Tennessee,,2021/5/19,30526
Tennessee,,2021/5/20,30639
Tennessee,,2021/5/21,30840
Tennessee,,2021/5/22,28265
Tennessee,,2021/5/23,23033
Tennessee,,2021/5/24,21694
Tennessee,,2021/5/25,21555
Tennessee,,2021/5/26,21103
Texas,,2021/1/13,66581
Texas,,2021/1/14,66082
Texas,,2021/1/15,82927
Texas,,2021/1/16,77429
Texas,,2021/1/17,74131
Texas,,2021/1/18,71932
Texas,,2021/1/19,70361
Texas,,2021/1/20,70529
Texas,,2021/1/21,71561
Texas,,2021/1/22,69220
Texas,,2021/1/23,72384
Texas,,2021/1/24,68740
Texas,,2021/1/25,65851
Texas,,2021/1/26,73415
Texas,,2021/1/27,71804
Texas,,2021/1/28,80351
Texas,,2021/1/29,82155
Texas,,2021/1/30,87541
Texas,,2021/1/31,92226
Texas,,2021/2/1,98889
Texas,,2021/2/2,82619
Texas,,2021/2/3,96932
Texas,,2021/2/4,99765
Texas,,2021/2/5,101557
Texas,,2021/2/6,109611
Texas,,2021/2/7,119680
Texas,,2021/2/8,117976
Texas,,2021/2/9,134278
Texas,,2021/2/10,130817
Texas,,2021/2/11,129014
Texas,,2021/2/12,134688
Texas,,2021/2/13,128579
Texas,,2021/2/14,126730
Texas,,2021/2/15,124715
Texas,,2021/2/16,117172
Texas,,2021/2/17,106240
Texas,,2021/2/18,89324
Texas,,2021/2/19,95577
Texas,,2021/2/20,86673
Texas,,2021/2/21,77160
Texas,,2021/2/22,73731
Texas,,2021/2/23,77700
Texas,,2021/2/24,87380
Texas,,2021/2/25,110504
Texas,,2021/2/26,104351
Texas,,2021/2/27,111466
Texas,,2021/2/28,127535
Texas,,2021/3/1,123045
Texas,,2021/3/2,165192
Texas,,2021/3/3,181084
Texas,,2021/3/4,181691
Texas,,2021/3/5,188300
Texas,,2021/3/6,204902
Texas,,2021/3/7,195936
Texas,,2021/3/8,214144
Texas,,2021/3/9,191891
Texas,,2021/3/10,191158
Texas,,2021/3/11,193081
Texas,,2021/3/12,202045
Texas,,2021/3/13,204566
Texas,,2021/3/14,211968
Texas,,2021/3/15,210881
Texas,,2021/3/16,194431
Texas,,2021/3/17,188675
Texas,,2021/3/18,189196
Texas,,2021/3/19,175980
Texas,,2021/3/20,166754
Texas,,2021/3/21,169989
Texas,,2021/3/22,169542
Texas,,2021/3/23,169185
Texas,,2021/3/24,141602
Texas,,2021/3/25,154083
Texas,,2021/3/26,169081
Texas,,2021/3/27,181735
Texas,,2021/3/28,190014
Texas,,2021/3/29,199393
Texas,,2021/3/30,216020
Texas,,2021/3/31,251786
Texas,,2021/4/1,259622
Texas,,2021/4/2,271028
Texas,,2021/4/3,266353
Texas,,2021/4/4,266611
Texas,,2021/4/5,276433
Texas,,2021/4/6,277198
Texas,,2021/4/7,275615
Texas,,2021/4/8,267858
Texas,,2021/4/9,271656
Texas,,2021/4/10,302975
Texas,,2021/4/11,307347
Texas,,2021/4/12,298070
Texas,,2021/4/13,292239
Texas,,2021/4/14,296675
Texas,,2021/4/15,295997
Texas,,2021/4/16,278320
Texas,,2021/4/17,247603
Texas,,2021/4/18,225630
Texas,,2021/4/19,227626
Texas,,2021/4/20,218188
Texas,,2021/4/21,207936
Texas,,2021/4/22,201380
Texas,,2021/4/23,196535
Texas,,2021/4/24,194714
Texas,,2021/4/25,205715
Texas,,2021/4/26,192661
Texas,,2021/4/27,192552
Texas,,2021/4/28,189987
Texas,,2021/4/29,187797
Texas,,2021/4/30,191712
Texas,,2021/5/1,186869
Texas,,2021/5/2,175147
Texas,,2021/5/3,168987
Texas,,2021/5/4,161661
Texas,,2021/5/5,160608
Texas,,2021/5/6,152584
Texas,,2021/5/7,142723
Texas,,2021/5/8,138610
Texas,,2021/5/9,144310
Texas,,2021/5/10,146842
Texas,,2021/5/11,150489
Texas,,2021/5/12,144775
Texas,,2021/5/13,140172
Texas,,2021/5/14,133044
Texas,,2021/5/15,131576
Texas,,2021/5/16,137786
Texas,,2021/5/17,147204
Texas,,2021/5/18,146758
Texas,,2021/5/19,150381
Texas,,2021/5/20,149682
Texas,,2021/5/21,158632
Texas,,2021/5/22,151375
Texas,,2021/5/23,142243
Texas,,2021/5/24,132170
Texas,,2021/5/25,132753
Texas,,2021/5/26,128620
United States,USA,2020/12/21,57909
United States,USA,2020/12/22,127432
United States,USA,2020/12/23,150606
United States,USA,2020/12/24,191001
United States,USA,2020/12/25,215238
United States,USA,2020/12/26,231396
United States,USA,2020/12/27,211379
United States,USA,2020/12/28,216147
United States,USA,2020/12/29,235685
United States,USA,2020/12/30,255223
United States,USA,2020/12/31,278776
United States,USA,2021/1/1,302329
United States,USA,2021/1/2,325882
United States,USA,2021/1/3,336949
United States,USA,2021/1/4,348017
United States,USA,2021/1/5,339372
United States,USA,2021/1/6,358887
United States,USA,2021/1/7,378253
United States,USA,2021/1/8,419933
United States,USA,2021/1/9,461263
United States,USA,2021/1/10,546636
United States,USA,2021/1/11,632009
United States,USA,2021/1/12,641524
United States,USA,2021/1/13,710238
United States,USA,2021/1/14,747082
United States,USA,2021/1/15,798707
United States,USA,2021/1/16,811670
United States,USA,2021/1/17,824632
United States,USA,2021/1/18,837595
United States,USA,2021/1/19,911493
United States,USA,2021/1/20,892403
United States,USA,2021/1/21,913912
United States,USA,2021/1/22,975540
United States,USA,2021/1/23,1057387
United States,USA,2021/1/24,1122182
United States,USA,2021/1/25,1126251
United States,USA,2021/1/26,1119058
United States,USA,2021/1/27,1161050
United States,USA,2021/1/28,1235330
United States,USA,2021/1/29,1253815
United States,USA,2021/1/30,1291416
United States,USA,2021/1/31,1324949
United States,USA,2021/2/1,1355451
United States,USA,2021/2/2,1319981
United States,USA,2021/2/3,1317946
United States,USA,2021/2/4,1287147
United States,USA,2021/2/5,1276364
United States,USA,2021/2/6,1351437
United States,USA,2021/2/7,1441091
United States,USA,2021/2/8,1456459
United States,USA,2021/2/9,1489333
United States,USA,2021/2/10,1555959
United States,USA,2021/2/11,1598080
United States,USA,2021/2/12,1655907
United States,USA,2021/2/13,1657703
United States,USA,2021/2/14,1667631
United States,USA,2021/2/15,1662106
United States,USA,2021/2/16,1716311
United States,USA,2021/2/17,1644551
United States,USA,2021/2/18,1621071
United States,USA,2021/2/19,1596355
United States,USA,2021/2/20,1521088
United States,USA,2021/2/21,1458040
United States,USA,2021/2/22,1446445
United States,USA,2021/2/23,1401674
United States,USA,2021/2/24,1454731
United States,USA,2021/2/25,1505193
United States,USA,2021/2/26,1552717
United States,USA,2021/2/27,1645240
United States,USA,2021/2/28,1735053
United States,USA,2021/3/1,1817502
United States,USA,2021/3/2,1942788
United States,USA,2021/3/3,2010790
United States,USA,2021/3/4,2042676
United States,USA,2021/3/5,2079147
United States,USA,2021/3/6,2158020
United States,USA,2021/3/7,2159392
United States,USA,2021/3/8,2169981
United States,USA,2021/3/9,2151571
United States,USA,2021/3/10,2168688
United States,USA,2021/3/11,2233006
United States,USA,2021/3/12,2302844
United States,USA,2021/3/13,2541597
United States,USA,2021/3/14,2386932
United States,USA,2021/3/15,2427430
United States,USA,2021/3/16,2435037
United States,USA,2021/3/17,2473762
United States,USA,2021/3/18,2503731
United States,USA,2021/3/19,2455116
United States,USA,2021/3/20,2248285
United States,USA,2021/3/21,2488734
United States,USA,2021/3/22,2489697
United States,USA,2021/3/23,2497025
United States,USA,2021/3/24,2490889
United States,USA,2021/3/25,2510755
United States,USA,2021/3/26,2624410
United States,USA,2021/3/27,2677034
United States,USA,2021/3/28,2711611
United States,USA,2021/3/29,2757586
United States,USA,2021/3/30,2769331
United States,USA,2021/3/31,2828491
United States,USA,2021/4/1,2903730
United States,USA,2021/4/2,2988825
United States,USA,2021/4/3,3072527
United States,USA,2021/4/4,3084436
United States,USA,2021/4/5,3053566
United States,USA,2021/4/6,2998533
United States,USA,2021/4/7,3029052
United States,USA,2021/4/8,3035473
United States,USA,2021/4/9,3033045
United States,USA,2021/4/10,3111327
United States,USA,2021/4/11,3141912
United States,USA,2021/4/12,3214893
United States,USA,2021/4/13,3384387
United States,USA,2021/4/14,3330740
United States,USA,2021/4/15,3348189
United States,USA,2021/4/16,3349306
United States,USA,2021/4/17,3200601
United States,USA,2021/4/18,3194240
United States,USA,2021/4/19,3127038
United States,USA,2021/4/20,3015065
United States,USA,2021/4/21,3022868
United States,USA,2021/4/22,2947229
United States,USA,2021/4/23,2862758
United States,USA,2021/4/24,2824078
United States,USA,2021/4/25,2750656
United States,USA,2021/4/26,2741021
United States,USA,2021/4/27,2717062
United States,USA,2021/4/28,2669644
United States,USA,2021/4/29,2630407
United States,USA,2021/4/30,2548207
United States,USA,2021/5/1,2546144
United States,USA,2021/5/2,2418580
United States,USA,2021/5/3,2287393
United States,USA,2021/5/4,2194483
United States,USA,2021/5/5,2132487
United States,USA,2021/5/6,2087608
United States,USA,2021/5/7,2088522
United States,USA,2021/5/8,1983391
United States,USA,2021/5/9,2017931
United States,USA,2021/5/10,2117025
United States,USA,2021/5/11,2194787
United States,USA,2021/5/12,2159146
United States,USA,2021/5/13,2088962
United States,USA,2021/5/14,1951333
United States,USA,2021/5/15,1926448
United States,USA,2021/5/16,1886917
United States,USA,2021/5/17,1830360
United States,USA,2021/5/18,1771807
United States,USA,2021/5/19,1801333
United States,USA,2021/5/20,1828681
United States,USA,2021/5/21,1879526
United States,USA,2021/5/22,1872697
United States,USA,2021/5/23,1827882
United States,USA,2021/5/24,1782714
United States,USA,2021/5/25,1750524
United States,USA,2021/5/26,1703162
Utah,,2021/1/13,8811
Utah,,2021/1/14,10080
Utah,,2021/1/15,10995
Utah,,2021/1/16,10433
Utah,,2021/1/17,10096
Utah,,2021/1/18,9872
Utah,,2021/1/19,9711
Utah,,2021/1/20,11108
Utah,,2021/1/21,10599
Utah,,2021/1/22,10646
Utah,,2021/1/23,9396
Utah,,2021/1/24,8146
Utah,,2021/1/25,10650
Utah,,2021/1/26,9602
Utah,,2021/1/27,8288
Utah,,2021/1/28,7176
Utah,,2021/1/29,9771
Utah,,2021/1/30,11967
Utah,,2021/1/31,11967
Utah,,2021/2/1,13432
Utah,,2021/2/2,13460
Utah,,2021/2/3,12118
Utah,,2021/2/4,16237
Utah,,2021/2/5,15053
Utah,,2021/2/6,16255
Utah,,2021/2/7,16255
Utah,,2021/2/8,26228
Utah,,2021/2/9,26519
Utah,,2021/2/10,26519
Utah,,2021/2/11,22400
Utah,,2021/2/12,19110
Utah,,2021/2/13,15712
Utah,,2021/2/14,15712
Utah,,2021/2/15,2117
Utah,,2021/2/16,3195
Utah,,2021/2/17,3195
Utah,,2021/2/18,5925
Utah,,2021/2/19,10626
Utah,,2021/2/20,14258
Utah,,2021/2/21,14330
Utah,,2021/2/22,12775
Utah,,2021/2/23,11202
Utah,,2021/2/24,13791
Utah,,2021/2/25,15753
Utah,,2021/2/26,11132
Utah,,2021/2/27,11115
Utah,,2021/2/28,11132
Utah,,2021/3/1,11090
Utah,,2021/3/2,15893
Utah,,2021/3/3,16677
Utah,,2021/3/4,12054
Utah,,2021/3/5,19168
Utah,,2021/3/6,20651
Utah,,2021/3/7,20666
Utah,,2021/3/8,20744
Utah,,2021/3/9,22533
Utah,,2021/3/10,22455
Utah,,2021/3/11,22481
Utah,,2021/3/12,21233
Utah,,2021/3/13,20756
Utah,,2021/3/14,24904
Utah,,2021/3/15,24981
Utah,,2021/3/16,21514
Utah,,2021/3/17,21321
Utah,,2021/3/18,23713
Utah,,2021/3/19,17836
Utah,,2021/3/20,13321
Utah,,2021/3/21,18551
Utah,,2021/3/22,18418
Utah,,2021/3/23,17887
Utah,,2021/3/24,18045
Utah,,2021/3/25,20569
Utah,,2021/3/26,20557
Utah,,2021/3/27,29228
Utah,,2021/3/28,19825
Utah,,2021/3/29,19812
Utah,,2021/3/30,24488
Utah,,2021/3/31,21261
Utah,,2021/4/1,23888
Utah,,2021/4/2,23873
Utah,,2021/4/3,27210
Utah,,2021/4/4,27210
Utah,,2021/4/5,31799
Utah,,2021/4/6,27333
Utah,,2021/4/7,30872
Utah,,2021/4/8,27485
Utah,,2021/4/9,33365
Utah,,2021/4/10,28023
Utah,,2021/4/11,28016
Utah,,2021/4/12,23532
Utah,,2021/4/13,29635
Utah,,2021/4/14,30312
Utah,,2021/4/15,30139
Utah,,2021/4/16,28867
Utah,,2021/4/17,29835
Utah,,2021/4/18,29790
Utah,,2021/4/19,36389
Utah,,2021/4/20,27457
Utah,,2021/4/21,25933
Utah,,2021/4/22,26634
Utah,,2021/4/23,26964
Utah,,2021/4/24,23473
Utah,,2021/4/25,23489
Utah,,2021/4/26,16779
Utah,,2021/4/27,21504
Utah,,2021/4/28,22257
Utah,,2021/4/29,20761
Utah,,2021/4/30,15806
Utah,,2021/5/1,18899
Utah,,2021/5/2,18893
Utah,,2021/5/3,18900
Utah,,2021/5/4,18893
Utah,,2021/5/5,18897
Utah,,2021/5/6,18155
Utah,,2021/5/7,18144
Utah,,2021/5/8,13677
Utah,,2021/5/9,13669
Utah,,2021/5/10,13680
Utah,,2021/5/11,20144
Utah,,2021/5/12,16688
Utah,,2021/5/13,17759
Utah,,2021/5/14,19968
Utah,,2021/5/15,17122
Utah,,2021/5/16,17127
Utah,,2021/5/17,17115
Utah,,2021/5/18,14116
Utah,,2021/5/19,15893
Utah,,2021/5/20,15186
Utah,,2021/5/21,15407
Utah,,2021/5/22,18713
Utah,,2021/5/23,18704
Utah,,2021/5/24,18697
Utah,,2021/5/25,14815
Utah,,2021/5/26,15491
Vermont,,2021/1/13,3814
Vermont,,2021/1/14,1907
Vermont,,2021/1/15,2238
Vermont,,2021/1/16,2185
Vermont,,2021/1/17,2154
Vermont,,2021/1/18,2133
Vermont,,2021/1/19,2118
Vermont,,2021/1/20,1606
Vermont,,2021/1/21,1895
Vermont,,2021/1/22,1997
Vermont,,2021/1/23,2133
Vermont,,2021/1/24,2192
Vermont,,2021/1/25,2153
Vermont,,2021/1/26,1976
Vermont,,2021/1/27,2080
Vermont,,2021/1/28,2291
Vermont,,2021/1/29,2184
Vermont,,2021/1/30,2050
Vermont,,2021/1/31,2187
Vermont,,2021/2/1,2686
Vermont,,2021/2/2,2801
Vermont,,2021/2/3,2763
Vermont,,2021/2/4,2618
Vermont,,2021/2/5,2617
Vermont,,2021/2/6,2745
Vermont,,2021/2/7,2857
Vermont,,2021/2/8,2557
Vermont,,2021/2/9,2717
Vermont,,2021/2/10,2735
Vermont,,2021/2/11,2816
Vermont,,2021/2/12,2855
Vermont,,2021/2/13,2818
Vermont,,2021/2/14,2801
Vermont,,2021/2/15,2937
Vermont,,2021/2/16,3136
Vermont,,2021/2/17,3157
Vermont,,2021/2/18,3039
Vermont,,2021/2/19,3940
Vermont,,2021/2/20,4199
Vermont,,2021/2/21,4337
Vermont,,2021/2/22,4364
Vermont,,2021/2/23,4157
Vermont,,2021/2/24,4144
Vermont,,2021/2/25,4235
Vermont,,2021/2/26,3417
Vermont,,2021/2/27,3545
Vermont,,2021/2/28,3631
Vermont,,2021/3/1,3802
Vermont,,2021/3/2,3925
Vermont,,2021/3/3,4030
Vermont,,2021/3/4,3991
Vermont,,2021/3/5,4006
Vermont,,2021/3/6,3914
Vermont,,2021/3/7,4139
Vermont,,2021/3/8,4384
Vermont,,2021/3/9,4620
Vermont,,2021/3/10,4847
Vermont,,2021/3/11,5185
Vermont,,2021/3/12,5416
Vermont,,2021/3/13,6755
Vermont,,2021/3/14,5726
Vermont,,2021/3/15,5771
Vermont,,2021/3/16,5697
Vermont,,2021/3/17,5650
Vermont,,2021/3/18,5768
Vermont,,2021/3/19,5953
Vermont,,2021/3/20,4930
Vermont,,2021/3/21,6082
Vermont,,2021/3/22,5469
Vermont,,2021/3/23,5611
Vermont,,2021/3/24,5674
Vermont,,2021/3/25,5463
Vermont,,2021/3/26,5360
Vermont,,2021/3/27,5303
Vermont,,2021/3/28,5117
Vermont,,2021/3/29,5532
Vermont,,2021/3/30,5762
Vermont,,2021/3/31,6010
Vermont,,2021/4/1,6142
Vermont,,2021/4/2,6412
Vermont,,2021/4/3,8113
Vermont,,2021/4/4,7249
Vermont,,2021/4/5,7727
Vermont,,2021/4/6,7553
Vermont,,2021/4/7,7317
Vermont,,2021/4/8,7337
Vermont,,2021/4/9,7576
Vermont,,2021/4/10,6635
Vermont,,2021/4/11,7996
Vermont,,2021/4/12,8247
Vermont,,2021/4/13,9302
Vermont,,2021/4/14,8735
Vermont,,2021/4/15,9017
Vermont,,2021/4/16,8835
Vermont,,2021/4/17,7177
Vermont,,2021/4/18,8302
Vermont,,2021/4/19,7834
Vermont,,2021/4/20,7199
Vermont,,2021/4/21,7904
Vermont,,2021/4/22,7746
Vermont,,2021/4/23,7185
Vermont,,2021/4/24,8439
Vermont,,2021/4/25,7258
Vermont,,2021/4/26,7817
Vermont,,2021/4/27,7444
Vermont,,2021/4/28,7562
Vermont,,2021/4/29,7669
Vermont,,2021/4/30,8099
Vermont,,2021/5/1,7862
Vermont,,2021/5/2,7899
Vermont,,2021/5/3,7450
Vermont,,2021/5/4,7356
Vermont,,2021/5/5,7269
Vermont,,2021/5/6,7159
Vermont,,2021/5/7,6879
Vermont,,2021/5/8,6553
Vermont,,2021/5/9,7351
Vermont,,2021/5/10,7167
Vermont,,2021/5/11,6964
Vermont,,2021/5/12,7227
Vermont,,2021/5/13,6977
Vermont,,2021/5/14,7012
Vermont,,2021/5/15,7277
Vermont,,2021/5/16,6322
Vermont,,2021/5/17,6236
Vermont,,2021/5/18,6419
Vermont,,2021/5/19,5994
Vermont,,2021/5/20,6136
Vermont,,2021/5/21,8238
Vermont,,2021/5/22,8307
Vermont,,2021/5/23,8464
Vermont,,2021/5/24,9022
Vermont,,2021/5/25,8781
Vermont,,2021/5/26,8933
Veterans Health,,2021/1/13,27623
Veterans Health,,2021/1/14,28972
Veterans Health,,2021/1/15,30339
Veterans Health,,2021/1/16,28907
Veterans Health,,2021/1/17,28047
Veterans Health,,2021/1/18,27474
Veterans Health,,2021/1/19,27065
Veterans Health,,2021/1/20,25456
Veterans Health,,2021/1/21,34652
Veterans Health,,2021/1/22,37413
Veterans Health,,2021/1/23,40173
Veterans Health,,2021/1/24,42465
Veterans Health,,2021/1/25,44454
Veterans Health,,2021/1/26,41020
Veterans Health,,2021/1/27,44791
Veterans Health,,2021/1/28,37870
Veterans Health,,2021/1/29,37405
Veterans Health,,2021/1/30,37816
Veterans Health,,2021/1/31,38290
Veterans Health,,2021/2/1,37224
Veterans Health,,2021/2/2,38574
Veterans Health,,2021/2/3,38266
Veterans Health,,2021/2/4,33404
Veterans Health,,2021/2/5,33788
Veterans Health,,2021/2/6,34643
Veterans Health,,2021/2/7,41146
Veterans Health,,2021/2/8,42230
Veterans Health,,2021/2/9,42169
Veterans Health,,2021/2/10,44123
Veterans Health,,2021/2/11,50169
Veterans Health,,2021/2/12,51618
Veterans Health,,2021/2/13,53122
Veterans Health,,2021/2/14,54361
Veterans Health,,2021/2/15,55401
Veterans Health,,2021/2/16,60593
Veterans Health,,2021/2/17,56780
Veterans Health,,2021/2/18,56617
Veterans Health,,2021/2/19,53673
Veterans Health,,2021/2/20,51472
Veterans Health,,2021/2/21,44351
Veterans Health,,2021/2/22,44339
Veterans Health,,2021/2/23,44301
Veterans Health,,2021/2/24,45065
Veterans Health,,2021/2/25,43416
Veterans Health,,2021/2/26,43288
Veterans Health,,2021/2/27,53655
Veterans Health,,2021/2/28,56055
Veterans Health,,2021/3/1,57043
Veterans Health,,2021/3/2,52829
Veterans Health,,2021/3/3,54920
Veterans Health,,2021/3/4,56918
Veterans Health,,2021/3/5,59672
Veterans Health,,2021/3/6,51260
Veterans Health,,2021/3/7,50649
Veterans Health,,2021/3/8,50283
Veterans Health,,2021/3/9,49448
Veterans Health,,2021/3/10,50738
Veterans Health,,2021/3/11,52614
Veterans Health,,2021/3/12,54509
Veterans Health,,2021/3/13,66893
Veterans Health,,2021/3/14,58255
Veterans Health,,2021/3/15,62537
Veterans Health,,2021/3/16,63135
Veterans Health,,2021/3/17,62248
Veterans Health,,2021/3/18,61099
Veterans Health,,2021/3/19,59407
Veterans Health,,2021/3/20,46529
Veterans Health,,2021/3/21,54959
Veterans Health,,2021/3/22,50964
Veterans Health,,2021/3/23,50224
Veterans Health,,2021/3/24,49577
Veterans Health,,2021/3/25,48983
Veterans Health,,2021/3/26,48636
Veterans Health,,2021/3/27,49218
Veterans Health,,2021/3/28,49722
Veterans Health,,2021/3/29,50217
Veterans Health,,2021/3/30,49863
Veterans Health,,2021/3/31,50269
Veterans Health,,2021/4/1,50144
Veterans Health,,2021/4/2,49611
Veterans Health,,2021/4/3,48792
Veterans Health,,2021/4/4,47560
Veterans Health,,2021/4/5,43503
Veterans Health,,2021/4/6,45905
Veterans Health,,2021/4/7,45247
Veterans Health,,2021/4/8,41271
Veterans Health,,2021/4/9,39061
Veterans Health,,2021/4/10,40040
Veterans Health,,2021/4/11,39387
Veterans Health,,2021/4/12,41914
Veterans Health,,2021/4/13,39228
Veterans Health,,2021/4/14,38647
Veterans Health,,2021/4/15,40234
Veterans Health,,2021/4/16,39943
Veterans Health,,2021/4/17,36394
Veterans Health,,2021/4/18,34792
Veterans Health,,2021/4/19,32237
Veterans Health,,2021/4/20,32049
Veterans Health,,2021/4/21,30362
Veterans Health,,2021/4/22,29417
Veterans Health,,2021/4/23,28341
Veterans Health,,2021/4/24,27257
Veterans Health,,2021/4/25,26053
Veterans Health,,2021/4/26,24415
Veterans Health,,2021/4/27,24059
Veterans Health,,2021/4/28,23342
Veterans Health,,2021/4/29,22416
Veterans Health,,2021/4/30,21432
Veterans Health,,2021/5/1,20487
Veterans Health,,2021/5/2,19443
Veterans Health,,2021/5/3,18452
Veterans Health,,2021/5/4,18314
Veterans Health,,2021/5/5,17401
Veterans Health,,2021/5/6,16501
Veterans Health,,2021/5/7,15797
Veterans Health,,2021/5/8,14916
Veterans Health,,2021/5/9,14063
Veterans Health,,2021/5/10,13771
Veterans Health,,2021/5/11,13793
Veterans Health,,2021/5/12,13423
Veterans Health,,2021/5/13,12815
Veterans Health,,2021/5/14,12128
Veterans Health,,2021/5/15,11647
Veterans Health,,2021/5/16,11022
Veterans Health,,2021/5/17,11035
Veterans Health,,2021/5/18,11130
Veterans Health,,2021/5/19,10607
Veterans Health,,2021/5/20,10218
Veterans Health,,2021/5/21,9981
Veterans Health,,2021/5/22,9574
Veterans Health,,2021/5/23,9349
Veterans Health,,2021/5/24,8881
Veterans Health,,2021/5/25,8781
Veterans Health,,2021/5/26,8497
Virgin Islands,,2021/1/13,315
Virgin Islands,,2021/1/14,272
Virgin Islands,,2021/1/15,250
Virgin Islands,,2021/1/16,219
Virgin Islands,,2021/1/17,201
Virgin Islands,,2021/1/18,188
Virgin Islands,,2021/1/19,179
Virgin Islands,,2021/1/20,175
Virgin Islands,,2021/1/21,189
Virgin Islands,,2021/1/22,206
Virgin Islands,,2021/1/23,228
Virgin Islands,,2021/1/24,214
Virgin Islands,,2021/1/25,199
Virgin Islands,,2021/1/26,230
Virgin Islands,,2021/1/27,251
Virgin Islands,,2021/1/28,268
Virgin Islands,,2021/1/29,312
Virgin Islands,,2021/1/30,373
Virgin Islands,,2021/1/31,376
Virgin Islands,,2021/2/1,388
Virgin Islands,,2021/2/2,423
Virgin Islands,,2021/2/3,459
Virgin Islands,,2021/2/4,513
Virgin Islands,,2021/2/5,518
Virgin Islands,,2021/2/6,500
Virgin Islands,,2021/2/7,496
Virgin Islands,,2021/2/8,488
Virgin Islands,,2021/2/9,479
Virgin Islands,,2021/2/10,476
Virgin Islands,,2021/2/11,422
Virgin Islands,,2021/2/12,401
Virgin Islands,,2021/2/13,388
Virgin Islands,,2021/2/14,402
Virgin Islands,,2021/2/15,403
Virgin Islands,,2021/2/16,336
Virgin Islands,,2021/2/17,349
Virgin Islands,,2021/2/18,354
Virgin Islands,,2021/2/19,451
Virgin Islands,,2021/2/20,521
Virgin Islands,,2021/2/21,548
Virgin Islands,,2021/2/22,548
Virgin Islands,,2021/2/23,639
